Computed Missing Max Age,Race / Ethnicity,Date Of Last Contact,State Of Last Contact,Gender
69.0,White / Caucasian,10/30/26,OR,Male
4.0,White / Caucasian,8/28/11,VT,Female
40.0,White / Caucasian;Hispanic / Latino,4/4/92,CA,Male
53.0,White / Caucasian,5/10/87,GA,Female
13.0,White / Caucasian,1/16/05,CA,Female
22.0,White / Caucasian,12/7/07,OR,Male
46.0,White / Caucasian,2/28/00,NC,Male
22.0,White / Caucasian,12/12/16,WA,Male
53.0,White / Caucasian,9/14/16,TX,Male
41.0,White / Caucasian,8/1/17,SC,Male
15.0,Hispanic / Latino,11/7/17,UT,Male
36.0,White / Caucasian,6/24/95,PA,Female
20.0,White / Caucasian,11/17/82,PA,Male
17.0,Hispanic / Latino,11/10/16,OR,Female
42.0,White / Caucasian,3/21/11,KY,Female
34.0,White / Caucasian,7/6/95,TX,Male
27.0,White / Caucasian,1/1/00,TX,Female
26.0,White / Caucasian,5/8/11,UT,Male
29.0,White / Caucasian,10/4/93,OR,Male
31.0,White / Caucasian,6/11/71,MO,Female
58.0,White / Caucasian,1/26/17,CA,Male
33.0,Black / African American,12/11/16,MI,Female
54.0,White / Caucasian,7/29/10,TN,Male
42.0,White / Caucasian,8/1/98,FL,Female
29.0,Native American / Alaskan Native,7/27/16,OK,Male
2.0,Black / African American,8/2/10,MI,Female
49.0,Black / African American,4/27/15,WA,Female
39.0,White / Caucasian,5/20/03,TN,Female
6.0,Asian,1/23/07,CA,Male
27.0,Hispanic / Latino,4/14/10,AZ,Male
39.0,White / Caucasian,6/7/13,CO,Male
31.0,Hispanic / Latino,1/22/11,AZ,Male
18.0,Hispanic / Latino,12/18/17,NY,Male
26.0,Asian,12/1/06,MI,Male
15.0,Native American / Alaskan Native,7/2/04,UT,Female
43.0,White / Caucasian,1/13/94,NY,Female
47.0,White / Caucasian;Hispanic / Latino,5/23/04,FL,Female
50.0,White / Caucasian,10/1/12,IL,Male
31.0,Black / African American,3/1/97,MI,Female
2.0,White / Caucasian,5/15/30,IL,Female
25.0,Black / African American,8/28/88,MI,Female
26.0,White / Caucasian,3/15/75,CO,Female
40.0,White / Caucasian,9/1/01,AL,Female
62.0,White / Caucasian,11/18/95,MS,Female
43.0,White / Caucasian,2/1/72,TX,Male
46.0,Hispanic / Latino,11/18/98,AZ,Male
40.0,White / Caucasian,7/29/12,OR,Male
34.0,White / Caucasian,2/4/07,FL,Female
36.0,White / Caucasian,12/16/99,CA,Male
7.0,Hispanic / Latino,4/14/06,UT,Male
46.0,White / Caucasian,3/31/09,MI,Female
64.0,Black / African American,4/17/18,CA,Female
9.0,White / Caucasian,7/21/74,FL,Female
16.0,Hispanic / Latino,10/15/15,MN,Female
63.0,White / Caucasian,4/4/17,OH,Male
14.0,White / Caucasian;Hispanic / Latino,5/7/17,IL,Female
48.0,Uncertain,11/5/16,WA,Male
25.0,Black / African American,10/2/95,WI,Male
40.0,White / Caucasian,10/16/72,AK,Male
40.0,White / Caucasian,3/30/62,OR,Female
32.0,White / Caucasian,2/13/14,CA,Female
51.0,White / Caucasian,5/10/13,CA,Male
64.0,White / Caucasian,5/18/07,NC,Male
73.0,Hispanic / Latino,6/2/07,IN,Female
19.0,White / Caucasian;Hispanic / Latino,11/1/09,TX,Female
32.0,White / Caucasian,6/10/06,FL,Male
58.0,White / Caucasian,9/15/06,NY,Male
38.0,White / Caucasian,3/6/81,PA,Female
72.0,White / Caucasian,11/2/10,CA,Male
23.0,White / Caucasian,12/14/16,OR,Male
47.0,Black / African American,1/24/17,TX,Female
19.0,Black / African American,8/14/81,IL,Female
27.0,White / Caucasian,8/24/93,TX,Male
31.0,White / Caucasian;Hispanic / Latino,1/3/16,IL,Female
29.0,White / Caucasian;Hispanic / Latino,1/1/94,IL,Male
34.0,Black / African American,4/30/17,VA,Female
79.0,White / Caucasian,6/9/13,VA,Male
31.0,White / Caucasian,5/6/04,CA,Male
19.0,Asian,5/9/91,WA,Female
26.0,Hispanic / Latino,8/23/11,AZ,Male
23.0,Hispanic / Latino,8/25/11,AZ,Male
18.0,White / Caucasian,6/28/83,WA,Female
21.0,White / Caucasian,3/5/87,WA,Female
76.0,White / Caucasian,11/15/11,NM,Male
67.0,White / Caucasian,8/28/11,VT,Female
30.0,White / Caucasian,6/1/86,CA,Male
31.0,White / Caucasian,10/21/83,KS,Female
47.0,White / Caucasian,11/3/09,AZ,Male
49.0,White / Caucasian,11/23/07,AR,Male
36.0,Black / African American,2/7/99,CO,Male
33.0,Black / African American,4/3/11,MO,Male
32.0,White / Caucasian,7/1/86,TX,Male
28.0,White / Caucasian,9/1/07,AZ,Male
22.0,White / Caucasian,7/26/82,WA,Female
27.0,White / Caucasian,11/20/87,CA,Female
19.0,White / Caucasian,10/24/94,TX,Male
27.0,White / Caucasian,3/16/85,CA,Male
65.0,White / Caucasian,1/1/06,CA,Male
38.0,White / Caucasian,12/1/04,TN,Female
17.0,White / Caucasian,3/10/90,WV,Male
42.0,White / Caucasian,12/14/15,GA,Male
19.0,White / Caucasian;Hispanic / Latino,9/16/17,TX,Male
37.0,White / Caucasian;Hispanic / Latino,7/11/03,AZ,Male
18.0,Black / African American,10/12/17,OH,Female
36.0,Black / African American,1/10/13,CT,Male
40.0,White / Caucasian,3/9/13,NC,Male
16.0,White / Caucasian,5/1/98,OR,Female
39.0,White / Caucasian;Hispanic / Latino,10/10/97,CA,Male
37.0,Black / African American,9/2/16,MS,Female
16.0,White / Caucasian,6/6/86,MO,Female
25.0,Black / African American,3/26/95,CA,Female
43.0,Native American / Alaskan Native,12/12/14,AZ,Male
25.0,Asian,1/18/16,CA,Male
17.0,Black / African American,1/17/17,MS,Female
64.0,White / Caucasian,1/10/18,FL,Male
43.0,White / Caucasian,4/5/90,TN,Male
38.0,White / Caucasian,11/14/17,TN,Male
50.0,White / Caucasian,11/20/12,WV,Male
38.0,White / Caucasian,10/11/89,ME,Male
44.0,Uncertain,9/25/15,MI,Male
28.0,Hispanic / Latino,6/27/88,CA,Female
20.0,Native American / Alaskan Native,8/29/15,CA,Male
44.0,White / Caucasian,9/18/14,MO,Male
23.0,Hispanic / Latino,8/31/10,TX,Female
43.0,White / Caucasian,10/5/80,CO,Female
71.0,Black / African American,4/15/14,MS,Male
28.0,White / Caucasian,7/20/80,NV,Male
32.0,White / Caucasian;Hispanic / Latino,7/14/09,CA,Male
3.0,Hispanic / Latino,12/30/12,NV,Female
38.0,White / Caucasian,1/19/86,NV,Male
36.0,White / Caucasian,11/25/11,TX,Male
19.0,Hispanic / Latino,4/14/08,AZ,Female
32.0,Asian,11/9/98,WA,Female
39.0,White / Caucasian,8/19/03,FL,Female
66.0,White / Caucasian,3/2/97,MI,Male
36.0,White / Caucasian,1/31/06,OR,Male
30.0,White / Caucasian,11/2/01,TX,Female
71.0,Black / African American,12/23/97,TX,Male
13.0,Hispanic / Latino,3/20/11,AL,Female
33.0,Black / African American,11/2/16,TN,Male
39.0,Black / African American,12/31/17,TN,Male
58.0,White / Caucasian,8/11/14,AR,Male
20.0,White / Caucasian,10/11/14,AK,Female
73.0,White / Caucasian;Hispanic / Latino,12/21/88,FL,Male
38.0,White / Caucasian,3/5/14,TN,Male
27.0,White / Caucasian,2/9/14,HI,Female
21.0,Black / African American,9/7/13,LA,Female
31.0,White / Caucasian,5/2/74,FL,Female
47.0,White / Caucasian,6/24/06,WA,Male
47.0,White / Caucasian,8/1/13,OK,Female
62.0,White / Caucasian,5/25/10,AZ,Male
14.0,White / Caucasian,3/12/73,VA,Male
16.0,Black / African American,3/7/02,PA,Female
77.0,White / Caucasian,10/2/08,CO,Male
32.0,White / Caucasian,12/27/03,TN,Female
25.0,White / Caucasian,8/6/11,AL,Male
23.0,Black / African American,9/11/87,MS,Male
62.0,White / Caucasian,8/25/17,VA,Male
48.0,White / Caucasian;Hispanic / Latino,5/28/16,TX,Female
26.0,White / Caucasian;Hispanic / Latino,8/19/16,TX,Male
24.0,Hispanic / Latino,7/14/03,AZ,Male
53.0,White / Caucasian,10/4/11,OH,Male
44.0,White / Caucasian,4/30/94,CA,Male
36.0,Black / African American,11/23/16,NJ,Male
50.0,Native American / Alaskan Native,8/2/96,NM,Female
28.0,White / Caucasian,1/15/18,SD,Male
36.0,White / Caucasian,2/21/13,MN,Female
29.0,Hispanic / Latino,3/20/10,AZ,Male
35.0,White / Caucasian,8/11/89,NY,Male
49.0,White / Caucasian,12/24/92,WA,Female
19.0,Hispanic / Latino,8/22/09,AZ,Male
30.0,White / Caucasian,4/2/90,OR,Male
47.0,White / Caucasian,5/4/69,CA,Female
30.0,Black / African American,1/15/16,NC,Female
63.0,Black / African American,9/5/06,MI,Female
49.0,White / Caucasian,8/31/98,WA,Female
1.0,Asian,3/17/13,NJ,Male
72.0,White / Caucasian,12/31/83,CA,Male
26.0,White / Caucasian;Hispanic / Latino,4/4/15,TX,Male
48.0,White / Caucasian,6/1/06,FL,Female
55.0,White / Caucasian,8/1/91,CO,Female
20.0,Asian,10/27/02,CA,Male
58.0,White / Caucasian,7/15/04,MO,Male
51.0,White / Caucasian,2/24/11,KY,Male
25.0,White / Caucasian,5/6/83,CA,Male
26.0,White / Caucasian,4/24/87,IL,Female
34.0,White / Caucasian,5/31/17,MN,Male
24.0,White / Caucasian,4/15/15,MA,Male
24.0,White / Caucasian,6/9/77,LA,Female
24.0,White / Caucasian,1/1/87,KY,Female
55.0,White / Caucasian,8/24/08,CA,Male
50.0,White / Caucasian,8/27/16,FL,Female
29.0,White / Caucasian;Hispanic / Latino,7/10/84,TX,Male
18.0,Black / African American,3/14/97,TX,Male
51.0,White / Caucasian,2/9/64,ID,Female
55.0,White / Caucasian,12/20/13,IA,Male
44.0,White / Caucasian,6/30/16,PA,Female
56.0,White / Caucasian,5/6/17,TN,Male
49.0,Hispanic / Latino,1/19/13,CA,Female
20.0,White / Caucasian,8/21/82,NJ,Male
22.0,White / Caucasian,2/5/78,IA,Male
34.0,White / Caucasian,11/11/95,WA,Female
36.0,Black / African American,4/16/04,FL,Male
23.0,White / Caucasian,3/22/10,VA,Male
36.0,White / Caucasian,5/5/11,KY,Male
33.0,White / Caucasian,8/10/94,FL,Female
50.0,White / Caucasian,8/31/04,WA,Male
39.0,Hispanic / Latino,5/3/04,AZ,Male
26.0,Hispanic / Latino,7/5/03,AZ,Female
27.0,White / Caucasian,3/2/82,FL,Female
39.0,White / Caucasian,1/21/18,NY,Female
48.0,White / Caucasian,2/1/96,CA,Female
49.0,White / Caucasian,5/18/81,NY,Male
39.0,White / Caucasian,7/11/88,CA,Male
28.0,Hispanic / Latino,6/2/09,AZ,Male
31.0,White / Caucasian,10/1/09,MI,Female
74.0,White / Caucasian,7/11/90,WA,Male
26.0,White / Caucasian,5/22/12,FL,Female
25.0,White / Caucasian,6/8/80,NH,Female
17.0,Hispanic / Latino,8/27/14,CA,Female
17.0,White / Caucasian,1/28/16,NY,Male
18.0,White / Caucasian,7/4/05,AZ,Male
17.0,White / Caucasian;Hispanic / Latino,1/23/15,FL,Female
39.0,White / Caucasian;Hispanic / Latino,5/20/12,TX,Male
22.0,White / Caucasian,9/22/79,WA,Male
22.0,Asian,11/29/08,OR,Female
32.0,White / Caucasian,1/4/14,WA,Male
28.0,White / Caucasian,7/25/12,OR,Female
58.0,White / Caucasian,8/31/13,MD,Male
20.0,White / Caucasian,6/30/47,NM,Male
17.0,White / Caucasian,10/14/94,ID,Female
47.0,White / Caucasian;Hispanic / Latino,2/11/11,CA,Female
16.0,Hispanic / Latino,7/26/86,CT,Female
59.0,Black / African American,3/1/09,FL,Male
63.0,White / Caucasian,1/29/75,OH,Male
55.0,Black / African American,12/1/10,AZ,Male
25.0,White / Caucasian,2/2/79,FL,Male
52.0,White / Caucasian,7/2/04,AR,Male
20.0,White / Caucasian,2/1/01,OK,Female
18.0,White / Caucasian,6/30/77,MO,Male
28.0,White / Caucasian,3/12/94,OH,Female
27.0,White / Caucasian,11/10/74,MO,Female
24.0,White / Caucasian,9/25/85,CA,Male
21.0,Native American / Alaskan Native,6/22/17,AK,Male
70.0,White / Caucasian,3/10/17,TX,Male
53.0,White / Caucasian,1/8/16,CT,Male
29.0,White / Caucasian,11/6/16,OK,Female
53.0,White / Caucasian,10/17/12,OR,Male
27.0,White / Caucasian,11/30/03,NY,Male
46.0,White / Caucasian,7/25/84,AK,Male
16.0,White / Caucasian,4/7/18,IA,Male
40.0,White / Caucasian,8/20/07,CO,Male
20.0,Hispanic / Latino,8/14/11,AZ,Male
116.0,White / Caucasian,8/28/11,VT,Male
20.0,White / Caucasian,8/28/11,VT,Female
42.0,Black / African American,6/12/96,CO,Female
25.0,White / Caucasian,7/29/77,CA,Male
36.0,White / Caucasian;Hispanic / Latino,10/2/89,NJ,Male
28.0,White / Caucasian,2/26/02,MN,Male
41.0,White / Caucasian,10/1/95,MN,Female
72.0,White / Caucasian,10/12/11,FL,Male
40.0,White / Caucasian,7/14/83,MN,Male
34.0,White / Caucasian,10/25/78,MN,Male
55.0,White / Caucasian,7/18/07,MT,Female
2.0,White / Caucasian,10/31/55,NY,Male
24.0,White / Caucasian,12/3/15,MN,Female
13.0,White / Caucasian,4/11/00,MS,Female
64.0,White / Caucasian,7/7/01,CA,Male
33.0,White / Caucasian;Hispanic / Latino,7/7/13,AZ,Male
53.0,White / Caucasian,7/14/13,NY,Male
76.0,White / Caucasian,9/15/12,WA,Male
23.0,Hispanic / Latino,7/1/01,AZ,Male
39.0,White / Caucasian,12/8/77,FL,Male
23.0,White / Caucasian,9/25/12,FL,Female
64.0,White / Caucasian,5/8/06,WV,Male
44.0,White / Caucasian,7/6/97,TX,Male
27.0,White / Caucasian,7/8/16,WI,Female
24.0,White / Caucasian;Hispanic / Latino,8/11/17,TX,Male
58.0,Black / African American,9/22/08,LA,Female
37.0,White / Caucasian;Hispanic / Latino,4/20/99,MO,Male
47.0,White / Caucasian,8/23/08,TX,Male
25.0,White / Caucasian,1/31/06,PA,Male
90.0,White / Caucasian,6/29/17,WA,Male
15.0,White / Caucasian,10/10/16,KY,Female
36.0,White / Caucasian,11/18/17,TN,Male
19.0,White / Caucasian,8/23/82,PA,Female
30.0,Hispanic / Latino,1/7/05,TX,Male
48.0,Black / African American,4/7/03,FL,Female
21.0,White / Caucasian,11/8/81,WY,Female
23.0,White / Caucasian,9/3/85,WA,Female
21.0,White / Caucasian,5/21/04,MS,Female
33.0,White / Caucasian,2/5/95,OR,Male
41.0,White / Caucasian,9/23/17,WA,Female
38.0,White / Caucasian,9/6/13,FL,Female
35.0,White / Caucasian,2/26/94,AZ,Female
14.0,Asian,10/17/15,NJ,Female
26.0,White / Caucasian,5/30/93,CA,Female
59.0,Black / African American,9/7/15,CO,Male
14.0,White / Caucasian,3/29/96,CA,Female
61.0,White / Caucasian,10/6/14,WY,Female
87.0,White / Caucasian,9/4/14,CA,Male
53.0,White / Caucasian,7/4/09,WA,Male
21.0,White / Caucasian,1/3/18,OR,Male
14.0,White / Caucasian,5/30/17,TX,Female
48.0,White / Caucasian,4/8/87,CA,Male
48.0,White / Caucasian,9/9/17,IL,Male
25.0,Black / African American,9/1/06,GA,Male
46.0,White / Caucasian,11/4/98,WA,Male
38.0,White / Caucasian,5/7/99,CA,Female
31.0,White / Caucasian,2/14/13,MT,Female
32.0,White / Caucasian,5/22/03,IL,Male
21.0,White / Caucasian;Hispanic / Latino,3/13/10,FL,Male
25.0,White / Caucasian,11/27/90,OR,Female
49.0,White / Caucasian,12/10/12,NE,Male
3.0,Hispanic / Latino,4/17/93,CA,Male
44.0,Black / African American,5/17/11,MO,Male
24.0,White / Caucasian,3/17/12,NC,Male
60.0,White / Caucasian,9/27/88,OK,Male
1.0,Hispanic / Latino,12/30/06,CA,Female
53.0,White / Caucasian,9/13/16,FL,Female
54.0,White / Caucasian,7/10/63,NH,Male
45.0,White / Caucasian,10/1/05,CT,Female
25.0,Black / African American,10/10/16,TX,Female
45.0,White / Caucasian,4/10/08,LA,Male
20.0,Other,11/7/16,NY,Female
16.0,White / Caucasian,3/14/17,FL,Male
41.0,White / Caucasian,11/1/17,MN,Female
30.0,White / Caucasian,10/30/80,RI,Male
25.0,White / Caucasian,5/25/16,NY,Female
52.0,White / Caucasian,7/21/95,MI,Male
46.0,White / Caucasian,6/4/14,WA,Male
37.0,Black / African American,1/18/95,MI,Female
26.0,White / Caucasian,4/5/09,FL,Male
25.0,White / Caucasian,9/2/83,GA,Male
20.0,Asian,11/29/10,CA,Male
61.0,Black / African American,8/23/13,MI,Female
20.0,White / Caucasian,11/29/98,OH,Male
3.0,White / Caucasian,1/22/06,NJ,Female
39.0,White / Caucasian,1/1/97,TX,Male
30.0,Hispanic / Latino,4/17/08,AZ,Male
35.0,Black / African American,9/24/17,FL,Male
30.0,White / Caucasian,10/26/94,AK,Male
15.0,White / Caucasian,7/23/66,NJ,Male
10.0,White / Caucasian;Hispanic / Latino,12/20/14,AR,Female
16.0,White / Caucasian,1/27/14,NV,Male
27.0,White / Caucasian,1/26/87,MS,Female
20.0,White / Caucasian,7/14/14,CA,Female
46.0,White / Caucasian,12/7/14,MA,Male
57.0,White / Caucasian,4/25/96,WA,Male
57.0,White / Caucasian,10/29/09,WA,Male
48.0,White / Caucasian,3/29/04,MI,Male
22.0,White / Caucasian,10/29/14,NE,Male
15.0,White / Caucasian,3/9/81,PA,Male
20.0,White / Caucasian,11/30/92,FL,Female
54.0,Black / African American,5/1/75,PA,Male
46.0,White / Caucasian,8/20/94,AZ,Male
21.0,White / Caucasian,7/27/06,TN,Male
20.0,Black / African American,3/8/08,FL,Male
19.0,White / Caucasian,3/21/11,CA,Male
31.0,Black / African American,7/3/98,FL,Female
50.0,Black / African American,5/24/10,FL,Female
43.0,Black / African American,12/28/82,FL,Female
24.0,White / Caucasian,5/6/10,NY,Female
47.0,White / Caucasian,9/23/03,MN,Male
45.0,White / Caucasian;Hispanic / Latino,3/9/97,NY,Male
16.0,White / Caucasian;Hispanic / Latino,7/11/17,CA,Female
52.0,Black / African American;Hispanic / Latino,1/7/17,NY,Male
84.0,Asian,7/3/05,CA,Female
29.0,White / Caucasian;Hispanic / Latino,12/31/16,VA,Female
42.0,White / Caucasian,5/11/89,FL,Female
45.0,White / Caucasian,12/1/15,MT,Male
24.0,Black / African American,7/16/86,NC,Female
37.0,White / Caucasian,9/7/09,OH,Female
5.0,White / Caucasian,7/11/78,CA,Male
21.0,White / Caucasian,5/7/16,MD,Male
38.0,White / Caucasian,10/22/15,ID,Male
22.0,White / Caucasian;Hispanic / Latino,2/6/15,OR,Male
58.0,White / Caucasian,2/2/05,MI,Male
54.0,Hispanic / Latino,8/6/14,FL,Male
20.0,White / Caucasian,1/7/84,SC,Male
1.0,Other,6/23/11,CA,Male
7.0,White / Caucasian,1/1/10,VA,Female
17.0,White / Caucasian,10/31/86,MN,Male
15.0,White / Caucasian,8/27/09,TX,Female
37.0,White / Caucasian,7/11/93,MI,Female
43.0,White / Caucasian,1/1/00,KY,Male
19.0,White / Caucasian;Hispanic / Latino,6/15/13,AZ,Female
19.0,Hispanic / Latino,8/21/11,AZ,Male
51.0,White / Caucasian,7/3/85,FL,Female
19.0,White / Caucasian,12/31/75,IL,Male
35.0,Black / African American,8/1/03,WA,Female
27.0,White / Caucasian,5/3/06,WA,Male
25.0,White / Caucasian,5/14/89,SC,Female
43.0,White / Caucasian,2/6/11,FL,Female
18.0,White / Caucasian,8/6/72,WI,Male
22.0,White / Caucasian,1/22/80,WI,Male
49.0,Asian,10/25/05,CA,Male
19.0,White / Caucasian,5/29/81,FL,Female
32.0,Hispanic / Latino,6/23/07,AZ,Male
38.0,White / Caucasian;Hispanic / Latino,4/30/92,CA,Male
79.0,White / Caucasian;Hispanic / Latino,9/18/12,CA,Male
35.0,White / Caucasian,9/13/12,LA,Male
24.0,Black / African American,8/28/12,CO,Male
36.0,Hispanic / Latino,12/12/07,AZ,Male
45.0,Asian,12/28/91,NY,Female
29.0,White / Caucasian;Hispanic / Latino,7/1/84,WA,Female
17.0,White / Caucasian,5/1/93,MT,Male
24.0,White / Caucasian,7/18/12,WV,Male
56.0,Black / African American,3/3/05,GA,Male
15.0,Asian,10/13/03,HI,Female
54.0,Black / African American,1/20/18,TX,Male
45.0,White / Caucasian,12/7/16,AK,Male
5.0,Hispanic / Latino,5/13/14,CA,Female
65.0,White / Caucasian,6/25/75,NY,Female
28.0,White / Caucasian,10/14/76,NY,Male
70.0,White / Caucasian,4/17/94,OH,Male
25.0,White / Caucasian,7/4/75,FL,Male
81.0,White / Caucasian,7/21/15,CA,Female
29.0,Asian,9/14/99,CA,Male
25.0,White / Caucasian,5/9/15,VT,Male
31.0,White / Caucasian,1/5/18,GA,Male
16.0,White / Caucasian;Hispanic / Latino,7/26/17,FL,Male
20.0,Hispanic / Latino;Uncertain,2/22/18,FL,Male
38.0,White / Caucasian,2/6/86,CA,Male
47.0,White / Caucasian,3/22/34,NV,Male
44.0,White / Caucasian,12/28/02,FL,Female
59.0,White / Caucasian,3/18/17,AZ,Male
23.0,Black / African American,11/21/79,OH,Male
68.0,Other,8/1/16,MD,Female
42.0,White / Caucasian,8/6/85,CA,Male
66.0,White / Caucasian,10/5/10,FL,Male
26.0,Hispanic / Latino,8/25/97,CA,Male
38.0,White / Caucasian,10/5/13,WA,Male
0.0,Black / African American,5/27/14,MI,Male
39.0,White / Caucasian,7/6/91,OR,Female
52.0,White / Caucasian,11/18/13,AZ,Male
23.0,White / Caucasian,4/14/83,ME,Male
21.0,White / Caucasian,3/31/81,TX,Male
57.0,White / Caucasian,12/25/09,CA,Male
28.0,White / Caucasian,6/27/10,TX,Male
31.0,White / Caucasian,5/23/03,ID,Male
18.0,White / Caucasian,11/12/85,TX,Male
34.0,Asian,2/4/11,PA,Female
30.0,Native American / Alaskan Native,1/9/02,NC,Male
33.0,White / Caucasian,3/31/88,MA,Female
35.0,White / Caucasian,2/28/90,WV,Male
34.0,White / Caucasian,12/1/04,FL,Male
47.0,White / Caucasian,9/9/17,FL,Male
23.0,White / Caucasian;Hispanic / Latino,5/27/96,OR,Male
40.0,White / Caucasian,5/19/07,OR,Male
45.0,White / Caucasian,6/28/16,TX,Male
12.0,White / Caucasian,7/29/60,AZ,Male
42.0,White / Caucasian,10/3/82,NC,Male
74.0,White / Caucasian,11/11/15,VA,Male
46.0,White / Caucasian,11/15/15,OH,Male
27.0,Hispanic / Latino,8/12/09,TX,Male
45.0,Asian,8/7/12,WA,Male
20.0,White / Caucasian,4/16/71,CA,Male
35.0,White / Caucasian,11/4/13,MI,Male
35.0,White / Caucasian,12/27/79,FL,Male
35.0,White / Caucasian,3/31/14,MD,Female
28.0,White / Caucasian,11/2/09,FL,Male
42.0,White / Caucasian,4/1/86,CA,Male
30.0,White / Caucasian,9/18/87,WA,Male
14.0,White / Caucasian,10/4/73,ME,Male
58.0,White / Caucasian,12/3/16,CA,Male
30.0,Hispanic / Latino,7/28/12,AZ,Female
66.0,White / Caucasian,9/14/84,WA,Male
18.0,Native American / Alaskan Native,11/1/73,WA,Female
16.0,Hispanic / Latino,5/21/06,CA,Male
37.0,White / Caucasian,4/25/91,NY,Male
37.0,White / Caucasian,5/20/91,TX,Male
74.0,White / Caucasian,8/1/85,TX,Male
38.0,White / Caucasian;Hispanic / Latino,1/1/06,TX,Male
37.0,White / Caucasian,4/22/18,TN,Male
40.0,White / Caucasian,4/25/98,CA,Male
31.0,Hispanic / Latino,4/8/02,CA,Male
72.0,White / Caucasian,1/24/96,CA,Male
39.0,Hispanic / Latino,1/29/97,CA,Male
29.0,White / Caucasian,12/17/84,FL,Male
23.0,White / Caucasian;Hispanic / Latino,7/17/16,MD,Male
17.0,White / Caucasian;Hispanic / Latino,6/3/16,MI,Male
32.0,White / Caucasian,10/22/03,WA,Male
67.0,White / Caucasian,5/12/16,WA,Male
34.0,White / Caucasian,9/24/98,MN,Male
26.0,Black / African American,4/20/15,SC,Male
32.0,White / Caucasian,5/21/09,OH,Male
38.0,White / Caucasian,1/20/02,SC,Male
36.0,White / Caucasian,11/20/84,PA,Male
35.0,Hispanic / Latino,8/20/00,TX,Female
17.0,White / Caucasian,10/20/14,OR,Male
58.0,White / Caucasian,6/6/13,MT,Male
45.0,White / Caucasian,11/8/96,ND,Female
24.0,White / Caucasian,1/20/77,NY,Male
41.0,White / Caucasian,8/5/05,ND,Female
46.0,White / Caucasian,2/8/08,NJ,Male
50.0,White / Caucasian,1/4/08,CO,Male
88.0,White / Caucasian,10/19/10,CA,Male
18.0,Native American / Alaskan Native,7/1/73,CA,Female
56.0,White / Caucasian,10/3/04,OR,Male
36.0,White / Caucasian,9/15/17,WI,Male
27.0,White / Caucasian,8/20/17,OH,Female
27.0,White / Caucasian,7/25/86,KS,Male
61.0,Black / African American,3/21/15,NJ,Male
27.0,Black / African American,3/16/82,CA,Male
46.0,White / Caucasian,8/12/15,OK,Female
50.0,White / Caucasian,11/22/04,VT,Male
25.0,White / Caucasian,8/22/81,CA,Male
1.0,Black / African American,6/6/15,SC,Female
39.0,Black / African American,2/4/98,PA,Male
41.0,White / Caucasian,12/23/14,PA,Male
25.0,White / Caucasian,9/22/84,MI,Female
72.0,White / Caucasian,12/1/13,AL,Male
30.0,White / Caucasian,8/9/13,OH,Female
37.0,White / Caucasian,1/19/95,TX,Male
20.0,White / Caucasian;Hispanic / Latino,6/30/83,TX,Female
